Date,Sales
2017-09-16,22.512000000000004
2017-09-17,2335.29
2017-09-18,30.14
2017-09-19,481.80400000000003
2017-09-20,5496.174000000001
2017-09-22,254.03
2017-09-23,804.7320000000001
2017-09-24,1427.2399999999998
2017-09-25,805.7359999999999
2017-09-26,428.376
2017-09-28,42.016000000000005
2017-09-29,553.688
2017-10-01,559.76
2017-10-02,2758.4640000000004
2017-10-03,255.20800000000003
2017-10-04,19.98
2017-10-05,935.8020000000001
2017-10-06,41.96
2017-10-07,462.43
2017-10-08,145.764
2017-10-09,1333.393
2017-10-10,239.358
2017-10-12,3123.328
2017-10-13,1514.996
2017-10-14,9.46
2017-10-15,532.96
2017-10-16,2422.558
2017-10-19,531.1622
2017-10-20,328.29999999999995
2017-10-21,1470.2380000000003
2017-10-22,1005.3409999999999
2017-10-23,1193.4
2017-10-24,517.4050000000001
2017-10-26,356.85
2017-10-27,746.241
2017-10-28,77.952
2017-10-30,1301.7580000000003
2017-11-01,2665.62
2017-11-02,1159.624
2017-11-03,2524.0499999999997
2017-11-04,523.764
2017-11-05,396.024
2017-11-06,2681.3620000000005
2017-11-07,623.3219999999999
2017-11-08,274.20000000000005
2017-11-09,883.018
2017-11-10,1482.52
2017-11-11,123.84000000000002
2017-11-12,250.30400000000003
2017-11-13,2765.6531999999997
2017-11-14,321.568
2017-11-15,559.2
2017-11-16,289.59
2017-11-17,515.4928
2017-11-18,152.96599999999998
2017-11-19,2603.165
2017-11-20,880.8620000000001
2017-11-21,98.4
2017-11-23,186.697
2017-11-24,1734.028
2017-11-25,2639.3089999999997
2017-11-26,1375.6
2017-11-27,65.78
2017-11-28,4659.14
2017-11-29,491.88800000000003
2017-11-30,4129.727999999999
2017-12-01,2542.2920000000004
2017-12-02,3527.504
2017-12-03,591.84
2017-12-04,992.782
2017-12-05,321.48
2017-12-07,82.38
2017-12-08,3368.2650000000003
2017-12-09,1927.2330000000002
2017-12-10,2102.264
2017-12-11,1448.529
2017-12-13,489.01599999999996
2017-12-14,1852.5319999999997
2017-12-15,22.77
2017-12-16,197.71200000000002
2017-12-17,629.26
2017-12-18,1380.681
2017-12-19,115.37800000000001
2017-12-21,15.92
2017-12-22,4086.456
2017-12-23,282.114
2017-12-24,1393.4940000000001
2017-12-25,832.454
2017-12-28,551.2568000000001
2017-12-29,2330.718
2017-12-30,323.136
