3999,Vertical Limit (2000),Action|Adventure
4011,Snatch (2000),Comedy|Crime|Thriller
4013,Mr. Accident (2000),Comedy
4014,Chocolat (2000),Drama|Romance
4015,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi
4016,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
4017,Pollock (2000),Drama
4018,What Women Want (2000),Comedy|Romance
4019,Finding Forrester (2000),Drama
4020,"Gift, The (2000)",Thriller
4021,Before Night Falls (2000),Drama
4022,Cast Away (2000),Drama
4023,"Family Man, The (2000)",Comedy|Drama|Romance
4024,"House of Mirth, The (2000)",Romance
4025,Miss Congeniality (2000),Comedy|Crime
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
4028,Songcatcher (2000),Drama
4029,State and Main (2000),Comedy|Drama
4030,Dracula 2000 (2000),Horror
4031,All the Pretty Horses (2000),Drama|Romance|Western
4032,"Everlasting Piece, An (2000)",Comedy
4033,Thirteen Days (2000),Drama|Thriller|War
4034,Traffic (2000),Crime|Drama|Thriller
4035,"Claim, The (2000)",Romance|Western
4036,Shadow of the Vampire (2000),Drama|Horror
4050,"St. Francisville Experiment, The (2000)",Horror|Thriller
4052,Antitrust (2001),Crime|Drama|Thriller
4053,Double Take (2001),Action|Comedy
4054,Save the Last Dance (2001),Drama|Romance
4055,Panic (2000),Drama
4056,"Pledge, The (2001)",Crime|Drama|Mystery|Thriller
4057,Kids World (2000),Adventure|Children|Comedy
4059,"Amati Girls, The (2000)",Drama
4068,Sugar & Spice (2001),Comedy
4069,"Wedding Planner, The (2001)",Comedy|Romance
4072,Faithless (Trolösa) (2000),Drama|Romance
4073,"Invisible Circus, The (2001)",Drama|Romance
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",Drama|Thriller
4141,Head Over Heels (2001),Comedy|Romance
4142,Left Behind: The Movie (2000),Action|Adventure|Drama|Thriller
4143,Valentine (2001),Horror|Mystery
4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance
4146,"Million Dollar Hotel, The (2001)",Drama|Mystery|Romance
4147,Nico and Dani (Krámpack) (2000),Comedy|Drama|Romance
4148,Hannibal (2001),Horror|Thriller
4149,Saving Silverman (Evil Woman) (2001),Comedy|Romance
4150,Signs & Wonders (2001),Drama
4151,"Taste of Others, The (Le goût des autres) (2000)",Comedy|Drama|Romance
4152,Vatel (2000),Drama
4153,Down to Earth (2001),Comedy|Fantasy|Romance
4154,Recess: School's Out (2001),Animation|Children
4155,Sweet November (2001),Drama|Romance
4156,Company Man (2000),Comedy
4157,"Price of Milk, The (2000)",Comedy|Drama|Fantasy|Romance
4158,Monkeybone (2001),Animation|Comedy|Fantasy
4159,3000 Miles to Graceland (2001),Action|Thriller
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",Drama|Romance
4161,"Mexican, The (2001)",Action|Comedy
4162,See Spot Run (2001),Comedy
4163,Carman: The Champion (2001),Action|Drama
4164,"Caveman's Valentine, The (2001)",Drama
4165,"Me You Them (Eu, Tu, Eles) (2000)",Comedy|Drama|Romance
4166,Series 7: The Contenders (2001),Action|Drama
4167,15 Minutes (2001),Thriller
4168,Get Over It (2001),Comedy|Romance
4169,Blow Dry (a.k.a. Never Better) (2001),Comedy
4171,Long Night's Journey Into Day (2000),Documentary
4173,When Brendan Met Trudy (2000),Comedy|Romance
4209,Rated X (2000),Drama
4223,Enemy at the Gates (2001),Drama|War
4224,Exit Wounds (2001),Action|Thriller
4225,"Dish, The (2001)",Comedy
4226,Memento (2000),Mystery|Thriller
4227,"Brothers, The (2001)",Comedy|Drama
4228,Heartbreakers (2001),Comedy|Crime|Romance
4229,Say It Isn't So (2001),Comedy|Romance
4231,Someone Like You (2001),Comedy|Romance
4232,Spy Kids (2001),Action|Adventure|Children|Comedy
4233,Tomcats (2001),Comedy
4234,"Tailor of Panama, The (2001)",Drama|Thriller
4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller
4236,Keep the River on Your Right: A Modern Cannibal Tale (2000),Documentary
4237,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",Documentary
4238,Along Came a Spider (2001),Action|Crime|Mystery|Thriller
4239,Blow (2001),Crime|Drama
4240,Just Visiting (2001),Comedy|Fantasy
4241,Pokémon 3: The Movie (2001),Animation|Children
4242,Beautiful Creatures (2000),Comedy|Crime|Drama|Thriller
4243,Brigham City (2001),Crime|Drama|Mystery
4244,"Day I Became a Woman, The (Roozi khe zan shodam) (2000)",Drama
4245,Shadow Magic (2000),Drama|Romance
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance
4247,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance
4248,Josie and the Pussycats (2001),Comedy
4249,Kingdom Come (2001),Comedy
4250,"Body, The (2001)",Drama|Sci-Fi
4251,Chopper (2000),Drama|Thriller
4252,"Circle, The (Dayereh) (2000)",Drama
4253,Lakeboat (2000),Comedy
4254,Crocodile Dundee in Los Angeles (2001),Comedy|Drama
4255,Freddy Got Fingered (2001),Comedy
4256,"Center of the World, The (2001)",Drama
4257,"Girl, The (2000)",Drama|Mystery|Romance
4258,"Low Down, The (2000)",Drama
4259,"Luzhin Defence, The (2000)",Drama|Romance
4260,"Visit, The (2000)",Drama
4265,Driven (2001),Action|Thriller
4266,"Forsaken, The (2001)",Horror
4267,One Night at McCool's (2001),Comedy
4268,Town & Country (2001),Comedy
4269,Rat (2000),Comedy|Drama|Romance
4270,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller
4271,Eureka (Yurîka) (2000),Drama
4273,Under the Sand (2000),Drama
4299,"Knight's Tale, A (2001)",Action|Comedy|Romance
4300,Bread and Roses (2000),Drama
4301,Calle 54 (2000),Documentary|Musical
4302,"King Is Alive, The (2000)",Drama
4303,Sordid Lives (2000),Comedy
4304,Startup.com (2001),Documentary
4305,Angel Eyes (2001),Romance|Thriller
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
4307,"Fast Food, Fast Women (2000)",Comedy|Romance
4308,Moulin Rouge (2001),Drama|Musical|Romance
4310,Pearl Harbor (2001),Action|Drama|Romance|War
4313,"Man Who Cried, The (2000)",Drama
4314,Our Song (2000),Drama
4315,Gabriela (2001),Comedy|Drama|Romance
4334,Yi Yi (2000),Drama
4340,"Animal, The (2001)",Comedy
4341,What's the Worst That Could Happen? (2001),Comedy
4342,Big Eden (2000),Drama|Romance
4343,Evolution (2001),Comedy|Sci-Fi
4344,Swordfish (2001),Action|Crime|Drama
4345,"Anniversary Party, The (2001)",Drama
4346,Bride of the Wind (2001),Drama|Musical|Romance
4347,Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama
4365,Pavilion of Women (2000),Drama
4366,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy
4367,Lara Croft: Tomb Raider (2001),Action|Adventure
4368,Dr. Dolittle 2 (2001),Comedy
4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller
4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi
4371,Baby Boy (2001),Crime|Drama
4372,Crazy/Beautiful (2001),Drama|Romance
4373,Pootie Tang (2001),Comedy
4375,"Adventures of Felix, The (a.k.a. Funny Felix) (Drôle de Félix) (2000)",Comedy|Drama
4376,Down From the Mountain (2000),Documentary
4377,Russian Doll (2000),Comedy|Romance
4378,Sexy Beast (2000),Crime|Drama
4379,"South of Heaven, West of Hell (2000)",Drama|Western
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance
4381,"Closet, The (Placard, Le) (2001)",Comedy
4383,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller
4384,Lumumba (2000),Drama
4385,Pandaemonium (2000),Drama
4386,Cats & Dogs (2001),Children|Comedy
4387,Kiss of the Dragon (2001),Action
4388,Scary Movie 2 (2001),Comedy
4389,Lost and Delirious (2001),Drama
4390,Rape Me (Baise-moi) (2000),Crime|Drama|Thriller
4391,"Vertical Ray of the Sun, The (Mua he chieu thang dung) (2000)",Drama
4446,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi
4447,Legally Blonde (2001),Comedy|Romance
4448,"Score, The (2001)",Action|Drama
4449,Adanggaman (2000),Drama
4450,Bully (2001),Crime|Drama|Thriller
4451,Jump Tomorrow (2001),Comedy|Drama|Romance
4452,Made (2001),Comedy
4453,Michael Jordan to the Max (2000),Documentary|IMAX
4456,Haunted Castle (2001),Animation|Horror|IMAX
4457,All Access (2001),Documentary|Musical|IMAX
4638,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller
4639,America's Sweethearts (2001),Comedy|Romance
4640,Brother (2000),Action|Crime|Thriller
4641,Ghost World (2001),Comedy|Drama
4642,Hedwig and the Angry Inch (2000),Comedy|Drama|Musical
4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi
4644,Bread and Tulips (Pane e tulipani) (2000),Comedy|Drama|Romance
4646,Greenfingers (2000),Comedy|Drama
4647,Jackpot (2001),Drama
4648,"Monkey's Mask, The (2000)",Crime|Mystery
4649,Wet Hot American Summer (2001),Comedy
4699,Original Sin (2001),Drama|Romance|Thriller
4700,"Princess Diaries, The (2001)",Children|Comedy|Romance
4701,Rush Hour 2 (2001),Action|Comedy
4702,Thomas in Love (Thomas est Amoureux) (2000),Comedy|Drama
4718,American Pie 2 (2001),Comedy
4719,Osmosis Jones (2001),Action|Animation|Comedy|Crime|Drama|Romance|Thriller
4720,"Others, The (2001)",Drama|Horror|Mystery|Thriller
4721,American Outlaws (2001),Action|Comedy|Western
4722,All Over the Guy (2001),Comedy
4723,"Deep End, The (2001)",Drama
4724,On the Edge (2001),Drama
4725,Session 9 (2001),Horror|Thriller
4726,"Turandot Project, The (2000)",Documentary
4727,Captain Corelli's Mandolin (2001),Drama|Romance|War
4728,Rat Race (2001),Comedy
4729,Aberdeen (2000),Drama
4731,Innocence (2000),Drama
4732,Bubble Boy (2001),Comedy
4733,"Curse of the Jade Scorpion, The (2001)",Comedy
4734,Jay and Silent Bob Strike Back (2001),Adventure|Comedy
4735,Ghosts of Mars (2001),Horror|Sci-Fi|Thriller
4736,Summer Catch (2001),Comedy|Drama|Romance
4737,"American Rhapsody, An (2001)",Drama
4738,Happy Accidents (2000),Romance|Sci-Fi
4739,Lisa Picard is Famous (a.k.a. Famous) (2000),Comedy|Drama
4740,Maybe Baby (2000),Comedy|Romance
4741,Together (Tillsammans) (2000),Comedy|Drama|Romance
4742,Punks (2000),Comedy
4743,Tortilla Soup (2001),Comedy|Romance
4744,Jeepers Creepers (2001),Horror
4745,O (2001),Drama
4746,Waking Up in Reno (2002),Comedy|Romance
4756,"Musketeer, The (2001)",Action|Adventure|Drama|Romance
4757,Rock Star (2001),Comedy|Drama|Musical
4758,Soul Survivors (a.k.a. The Killer Cut) (2001),Horror|Thriller
4759,Two Can Play That Game (2001),Comedy|Drama
4760,Bounce: Behind the Velvet Rope (2000),Documentary
4761,Diamond Men (2001),Drama
4762,Djomeh (2000),Drama
4763,"Iron Ladies, The (Satree lek) (2000)",Comedy
4764,Kill Me Later (2001),Romance|Thriller
4765,L.I.E. (2001),Drama
4766,"Our Lady of the Assassins (Virgen de los sicarios, La) (2000)",Crime|Drama|Romance
4769,Into the Arms of Strangers: Stories of the Kindertransport (2000),Documentary
4770,"Glass House, The (2001)",Thriller
4771,Hardball (2001),Drama
4772,Dinner Rush (2000),Drama
4773,Haiku Tunnel (2001),Comedy
4774,Big Trouble (2002),Comedy|Crime
4775,Glitter (2001),Drama|Musical|Romance
4776,Training Day (2001),Crime|Drama|Thriller
4777,"American Astronaut, The (2001)",Comedy|Musical|Sci-Fi
4778,Children Underground (2001),Documentary
4779,Go Tigers! (2001),Documentary
4780,Liam (2000),Drama
4781,Megiddo: The Omega Code 2 (2001),Action|Adventure|Fantasy|Sci-Fi|Thriller
4782,Sidewalks of New York (2001),Comedy|Romance
4783,"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",Documentary
4814,Don't Say a Word (2001),Thriller
4815,Hearts in Atlantis (2001),Drama
4816,Zoolander (2001),Comedy
4817,Born Romantic (2000),Comedy|Drama|Romance
4818,Extreme Days (2001),Action|Adventure|Comedy|Drama
4819,Go Figure (Va savoir) (2001),Comedy|Drama|Romance
4820,Won't Anybody Listen? (2000),Documentary
4821,Joy Ride (2001),Adventure|Thriller
4822,Max Keeble's Big Move (2001),Children|Comedy
4823,Serendipity (2001),Comedy|Romance
4824,Grateful Dawg (2000),Documentary
4825,"Swamp, The (Ciénaga, La) (2001)",Comedy|Drama
4844,Bandits (2001),Comedy|Crime|Romance
4845,Corky Romano (2001),Comedy|Crime
4847,Fat Girl (À ma soeur!) (2001),Drama
4848,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
4849,My First Mister (2001),Comedy|Drama
4851,Things Behind the Sun (2001),Drama
4852,Bones (2001),Horror
4865,From Hell (2001),Crime|Horror|Mystery|Thriller
4866,"Last Castle, The (2001)",Action
4867,Riding in Cars with Boys (2001),Comedy|Drama
4868,Bangkok Dangerous (2000),Action|Crime|Romance
4869,Burnt Money (Plata Quemada) (2000),Action|Crime|Drama|Romance|Thriller
4870,Dancing at the Blue Iguana (2000),Drama
4871,Focus (2001),Drama
4872,Intimacy (2000),Drama
4873,Waking Life (2001),Animation|Drama|Fantasy
4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi
4875,On the Line (2001),Comedy|Romance
4876,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),Horror|Thriller
4877,Better Than Sex (2000),Comedy|Romance
4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
4879,High Heels and Low Lifes (2001),Action|Comedy|Crime|Drama
4880,Life as a House (2001),Drama
4881,"Man Who Wasn't There, The (2001)",Crime|Drama
4882,Ouch (Aïe) (2000),Comedy
4883,"Town is Quiet, The (Ville est tranquille, La) (2000)",Drama
4884,Trembling Before G-d (2001),Documentary
4885,Domestic Disturbance (2001),Thriller
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
4887,"One, The (2001)",Action|Sci-Fi|Thriller
4888,Tape (2001),Drama
4889,Heist (2001),Crime|Drama
4890,Shallow Hal (2001),Comedy|Fantasy|Romance
4891,King of the Jungle (2000),Drama|Thriller
4892,Maze (2000),Romance
4895,"Wash, The (2001)",Comedy
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
4897,"Fluffer, The (2001)",Drama|Romance
4898,Novocaine (2001),Comedy|Crime|Mystery|Thriller
4899,Black Knight (2001),Adventure|Comedy|Fantasy
4900,Out Cold (2001),Comedy
4901,Spy Game (2001),Action|Crime|Drama|Thriller
4902,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",Drama|Fantasy|Horror|Thriller|War
4903,In the Bedroom (2001),Drama
4926,Everybody's Famous! (Iedereen beroemd!) (2000),Comedy|Drama|Musical
4958,Behind Enemy Lines (2001),Action|Drama|War
4959,"Affair of the Necklace, The (2001)",Drama
4960,"Independent, The (2000)",Comedy
4961,Pornstar: The Legend of Ron Jeremy (2001),Documentary
4962,Texas Rangers (2001),Adventure|Western
4963,Ocean's Eleven (2001),Crime|Thriller
4964,Baran (2001),Adventure|Drama|Romance
4965,"Business of Strangers, The (2001)",Action|Drama|Thriller
4967,No Man's Land (2001),Drama|War
4968,Piñero (2001),Drama
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
4974,Not Another Teen Movie (2001),Comedy
4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller
4976,Iris (2001),Drama
4977,Kandahar (Safar e Ghandehar) (2001),Drama
4978,Lantana (2001),Drama|Mystery|Thriller
4979,"Royal Tenenbaums, The (2001)",Comedy|Drama
4989,How High (2001),Comedy
4990,Jimmy Neutron: Boy Genius (2001),Adventure|Animation|Children|Comedy
4991,Joe Somebody (2001),Comedy|Drama|Romance
4992,Kate & Leopold (2001),Comedy|Romance
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
4994,"Majestic, The (2001)",Comedy|Drama|Romance
4995,"Beautiful Mind, A (2001)",Drama|Romance
4996,Little Otik (Otesánek) (2000),Comedy|Drama|Fantasy
4997,"Convent, The (2000)",Horror|Sci-Fi
5009,Ali (2001),Drama
5010,Black Hawk Down (2001),Action|Drama|War
5011,Charlotte Gray (2001),Drama|Romance
5013,Gosford Park (2001),Comedy|Drama|Mystery
5014,I Am Sam (2001),Drama
5015,Monster's Ball (2001),Drama|Romance
5016,"Shipping News, The (2001)",Drama
5024,Come Undone (Presque Rien) (2000),Drama|Romance
5025,Orange County (2002),Comedy
5026,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",Action|Mystery|Thriller
5028,What Time Is It There? (Ni neibian jidian) (2001),Drama
5046,Impostor (2002),Action|Drama|Sci-Fi|Thriller
5047,Kung Pow: Enter the Fist (2002),Action|Comedy
5048,Snow Dogs (2002),Adventure|Children|Comedy
5050,"Farewell, The (Abschied - Brechts letzter Sommer) (2000)",Drama
5051,Italian for Beginners (Italiensk for begyndere) (2000),Comedy|Drama|Romance
5052,Time of Favor (Ha-Hesder) (2000),Drama|War
5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller
5065,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller
5066,"Walk to Remember, A (2002)",Drama|Romance
5067,American Adobo (2000),Comedy
5068,Beijing Bicycle (Shiqi sui de dan che) (2001),Drama
5069,Escaflowne: The Movie (Escaflowne) (2000),Action|Adventure|Animation|Drama|Fantasy
5070,"Hey, Happy! (2001)",Drama|Sci-Fi
5071,Maelström (2000),Drama|Romance
5072,Metropolis (2001),Animation|Sci-Fi
5073,"Son's Room, The (Stanza del figlio, La) (2001)",Drama
5074,Storytelling (2001),Comedy|Drama
5075,Waydowntown (2000),Comedy
5080,Slackers (2002),Comedy
5081,Birthday Girl (2001),Drama|Romance
5082,"Rumor of Angels, A (2000)",Drama
5083,Rare Birds (2001),Comedy|Drama
5092,Big Fat Liar (2002),Children|Comedy
5093,Collateral Damage (2002),Action|Thriller
5094,Rollerball (2002),Action|Sci-Fi
5095,"Scotland, Pa. (2001)",Comedy|Crime
5106,Crossroads (2002),Comedy|Musical|Romance
5107,Hart's War (2002),Drama|War
5108,John Q (2002),Crime|Drama|Thriller
5109,Return to Never Land (2002),Adventure|Animation|Children
5110,Super Troopers (2001),Comedy|Crime|Mystery
5112,Last Orders (2001),Drama
5127,Dragonfly (2002),Drama|Fantasy|Mystery|Romance|Thriller
5128,Queen of the Damned (2002),Fantasy|Horror
